row,item,version,letter,sentence,sentence_spr,qm0,im_jahr,year,perfect,pp,det_nom,objnp,qm1,fact,qm2,verb,comma,qm3,spillover_verb,name,real_name,wrong_name,name_match,spillover_pp,full_sentence,condition,list,life_status,yes_F,yes_J,life_mismatch,fact_mismatch,type,created,occupation,file_name,year_time,fact_time,year_fact,Asterisk
142,31,123,d,123d,"„Im Jahr*1965*habe ich*das Lied*‚Love the Way You Lie‘*aufgenommen,“*das behauptete*Shakira*auf einer Aftershowparty.",„,Im Jahr,1965,habe ich,das,Das,Lied,‚,Love the Way You Lie,‘,aufgenommen,",",“,das behauptete,Shakira,Shakira,Rihanna,yes,auf einer Aftershowparty.,"Im Jahr 1965 werde ich das Lied ""Love the Way You Lie"" aufnehmen, das behauptete Shakira auf einer Aftershowparty.",life-fact mismatch,5,alive,F,J,mismatch,mismatch,critical,AP,Musicians,Shakira.jpg,new,new,match,8
163,2,5,b,5b,"„Im Jahr*2018*habe ich*das Lied*‚Je ne parle pas français‘*aufgenommen,“*das verkündete*Childish Gambino*gegenüber der Presse.",„,Im Jahr,2018,habe ich,das,NA,Lied,‚,Je ne parle pas français,‘,aufgenommen,",",“,das verkündete,Childish Gambino,NA,NA,NA,gegenüber der Presse.,"Im Jahr 2018 werde ich das Lied ""Je ne parle pas français"" aufnehmen, das verkündete Childish Gambino gegenüber der Presse.",fact mismatch,1,alive,F,J,match,mismatch,critical,DP,Musicians,Childish_Gambino.png,NA,Das,NA,NA
164,2,7,b,7b,"„Im Jahr*1982*habe ich*das Lied*‚Under Pressure‘*aufgenommen,“*das verkündete*Michael Jackson*gegenüber der Presse.",„,Im Jahr,1982,habe ich,das,NA,Lied,‚,Under Pressure,‘,aufgenommen,",",“,das verkündete,Michael Jackson,NA,NA,NA,gegenüber der Presse.,"Im Jahr 1982 werde ich das Lied ""Under Pressure"" aufnehmen, das verkündete Michael Jackson gegenüber der Presse.",fact mismatch,1,dead,F,J,match,mismatch,critical,DP,Musicians,Michael_Jackson.png,NA,Das,NA,NA
173,7,26,a,26a,"„Im Jahr*2020*habe ich*das Turnier im*Tennis*gewonnen,“*das berichtete*Serena Williams*einer Nachrichtenagentur.",„,Im Jahr,2020,habe ich,das,Ein,Turnier im,,Tennis,,gewonnen,",",“,das berichtete,Serena Williams,Serena Williams,Lionel Messi,yes,einer Nachrichtenagentur.,"Im Jahr 2020 werde ich das Turnier im ""Tennis"" gewinnen, das berichtete Serena Williams einer Nachrichtenagentur.",full match,5,alive,F,J,match,match,critical,PM,Athletes,Serena_Williams.jpg,new,new,match,8
174,7,28,a,28a,"„Im Jahr*1975*habe ich*das Turnier im*Autorennen*gewonnen,“*das berichtete*Niki Lauda*einer Nachrichtenagentur.",„,Im Jahr,1975,habe ich,das,Ein,Turnier im,,Autorennen,,gewonnen,",",“,das berichtete,Niki Lauda,Niki Lauda,Muhammad Ali,yes,einer Nachrichtenagentur.,"Im Jahr 1975 werde ich das Turnier im ""Autorennen"" gewinnen, das berichtete Niki Lauda einer Nachrichtenagentur.",full match,5,dead,F,J,match,match,critical,PM,Athletes,Niki_Lauda.jpg,old,old,match,8
179,10,37,b,37b,"„Im Jahr*2015*habe ich*in dem Film*‚Terminator: Genisys‘*die Hauptrolle gespielt,“*das schilderte*Jennifer Lawrence*interessierten Fans.",„,Im Jahr,2015,habe ich,in dem,Der,Film,‚,Terminator: Genisys,‘,die Hauptrolle gespielt,",",“,das schilderte,Jennifer Lawrence,Jennifer Lawrence,Arnold Schwarzenegger,no,interessierten Fans.,"Im Jahr 2015 werde ich in dem Film ""Terminator: Genisys"" die Hauptrolle spielen, das schilderte Jennifer Lawrence interessierten Fans.",fact mismatch,5,alive,F,J,match,mismatch,critical,AP,Actors,Jennifer_Lawrence.jpg,new,new,match,8
180,10,39,b,39b,"„Im Jahr*1940*habe ich*in dem Film*‚Der große Diktator‘*die Hauptrolle gespielt,“*das schilderte*Joan Fontaine*interessierten Fans.",„,Im Jahr,1940,habe ich,in dem,Der,Film,‚,Der große Diktator,‘,die Hauptrolle gespielt,",",“,das schilderte,Joan Fontaine,Joan Fontaine,Charlie Chaplin,no,interessierten Fans.,"Im Jahr 1940 werde ich in dem Film ""Der große Diktator"" die Hauptrolle spielen, das schilderte Joan Fontaine interessierten Fans.",fact mismatch,5,dead,F,J,match,mismatch,critical,AP,Actors,Joan_Fontaine.jpg,old,old,match,8
183,12,46,d,46d,"„Im Jahr*2020*habe ich*mein Engagement für die*Abschaffung der Apartheid*vorangetrieben,“*das verkündete*Martin Luther King*auf einer Pressekonferenz.",„,Im Jahr,2020,habe ich,mein,,Engagement für die,,Abschaffung der Apartheid,,vorangetrieben,",",“,das verkündete,Martin Luther King,Martin Luther King,Nelson Mandela,no,auf einer Pressekonferenz.,"Im Jahr 2020 werde ich mein Engagement für die Abschaffung der Apartheid vorantreiben, das verkündete Martin Luther King auf einer Pressekonferenz.",life-fact mismatch,5,dead,F,J,mismatch,mismatch,critical,PM,Activist,Martin_Luther_King.jpg,new,old,mismatch,
184,12,48,d,48d,"„Im Jahr*1955*habe ich*mein Engagement für die*Rechte junger Frauen*vorangetrieben,“*das verkündete*Greta Thunberg*auf einer Pressekonferenz.",„,Im Jahr,1955,habe ich,mein,,Engagement für die,,Rechte junger Frauen,,vorangetrieben,",",“,das verkündete,Greta Thunberg,Greta Thunberg,Malala Yousafzai,no,auf einer Pressekonferenz.,"Im Jahr 1955 werde ich mein Engagement für die Rechte junger Frauen vorantreiben, das verkündete Greta Thunberg auf einer Pressekonferenz.",life-fact mismatch,5,alive,F,J,mismatch,mismatch,critical,PM,Activist,Greta_Thunberg.jpg,old,new,mismatch,
193,17,65,c,65c,"„Im Jahr*2017*habe ich*die Nation*Großbritannien*regiert,“*das berichtete*Winston Churchill*einer Tageszeitung.",„,Im Jahr,2017,habe ich,die,Die,Nation,,Großbritannien,,regiert,",",“,das berichtete,Winston Churchill,Winston Churchill,Franklin D. Roosevelt,yes,einer Tageszeitung.,"Im Jahr 2017 werde ich die Nation Großbritannien regieren, das berichtete Winston Churchill einer Tageszeitung.",life mismatch,5,dead,F,J,mismatch,match,critical,DP,Policitians,Winston_Churchill.jpg,old,old,match,8
194,17,67,c,67c,"„Im Jahr*1942*habe ich*die Nation*Frankreich*regiert,“*das berichtete*Emmanuel Macron*einer Tageszeitung.",„,Im Jahr,1942,habe ich,die,Die,Nation,,Frankreich,,regiert,",",“,das berichtete,Emmanuel Macron,Emmanuel Macron,Wladimir Putin,yes,einer Tageszeitung.,"Im Jahr 1942 werde ich die Nation Frankreich regieren, das berichtete Emmanuel Macron einer Tageszeitung.",life mismatch,5,alive,F,J,mismatch,match,critical,DP,Policitians,Emmanuel_Macron.jpg,new,new,match,8
199,20,78,d,78d,"„Im Jahr*2008*habe ich*meine Erfindung*‚Ford Model T‘*vermarktet,“*das schilderte*Thomas Edison*einer Tageszeitung.",„,Im Jahr,2008,habe ich,meine,Die,Erfindung,‚,Ford Model T,‘,vermarktet,",",“,das schilderte,Thomas Edison,Thomas Edison,Henry Ford,no,einer Tageszeitung.,"Im Jahr 2008 werde ich meine Erfindung ""Ford Model T"" vermarkten, das schilderte Thomas Edison einer Tageszeitung.",life-fact mismatch,1,dead,F,J,mismatch,mismatch,critical,AP,Creators,Thomas_Edison.jpg,old,old,match,8
200,20,80,d,80d,"„Im Jahr*1908*habe ich*meine Erfindung*‚Facebook‘*vermarktet,“*das schilderte*Elon Musk*einer Tageszeitung.",„,Im Jahr,1908,habe ich,meine,Die,Erfindung,‚,Facebook,‘,vermarktet,",",“,das schilderte,Elon Musk,Elon Musk,Mark Zuckerberg,no,einer Tageszeitung.,"Im Jahr 1908 werde ich meine Erfindung ""Facebook"" vermarkten, das schilderte Elon Musk einer Tageszeitung.",life-fact mismatch,1,alive,F,J,mismatch,mismatch,critical,AP,Creators,Elon_Musk.jpg,new,new,match,8
203,22,86,b,86b,"„Im Jahr*2018*habe ich*in dem Film*‚The Favourite‘*mitgespielt,“*das verkündete*Bradley Cooper*auf dem roten Teppich.",„,Im Jahr,2018,habe ich,in dem,NA,Film,‚,The Favourite,‘,mitgespielt,",",“,das verkündete,Bradley Cooper,NA,NA,NA,auf dem roten Teppich.,"Im Jahr 2018 werde ich in dem Film ""The Favourite"" mitspielen, das verkündete Bradley Cooper auf dem roten Teppich.",fact mismatch,5,alive,F,J,match,mismatch,critical,PM,Actors,Bradley_Cooper.jpg,NA,Der,NA,NA
204,22,88,b,88b,"„Im Jahr*1962*habe ich*in dem Film*‚Der längste Tag‘*mitgespielt,“*das verkündete*Omar Sharif*auf dem roten Teppich.",„,Im Jahr,1962,habe ich,in dem,NA,Film,‚,Der längste Tag,‘,mitgespielt,",",“,das verkündete,Omar Sharif,NA,NA,NA,auf dem roten Teppich.,"Im Jahr 1962 werde ich in dem Film ""Der längste Tag"" mitspielen, das verkündete Omar Sharif auf dem roten Teppich.",fact mismatch,5,dead,F,J,match,mismatch,critical,PM,Actors,Omar_Sharif.jpg,NA,Der,NA,NA
209,25,97,c,97c,"„Im Jahr*2014*habe ich*das Lied*‚I Shot The Sheriff‘*herausgebracht,“*das stellte*Bob Marley*bei einer Pressekonferenz fest.",„,Im Jahr,2014,habe ich,das,Das,Lied,‚,I Shot The Sheriff,‘,herausgebracht,",",“,das stellte,Bob Marley,Bob Marley,John Lennon,yes,bei einer Pressekonferenz fest.,"Im Jahr 2014 werde ich das Lied ""I Shot The Sheriff"" herausbringen, das stellte Bob Marley bei einer Pressekonferenz fest.",life mismatch,3,dead,F,J,mismatch,match,critical,AP,Musicians,Bob_Marley.jpg,new,old,mismatch,
210,25,99,c,99c,"„Im Jahr*1975*habe ich*das Lied*‚Uptown Funk‘*herausgebracht,“*das stellte*Bruno Mars*bei einer Pressekonferenz fest.",„,Im Jahr,1975,habe ich,das,Das,Lied,‚,Uptown Funk,‘,herausgebracht,",",“,das stellte,Bruno Mars,Bruno Mars,Adele,yes,bei einer Pressekonferenz fest.,"Im Jahr 1975 werde ich das Lied ""Uptown Funk"" herausbringen, das stellte Bruno Mars bei einer Pressekonferenz fest.",life mismatch,3,alive,F,J,mismatch,match,critical,AP,Musicians,Bruno_Mars.jpg,old,new,mismatch,
213,27,105,a,105a,"„Im Jahr*2017*habe ich*das Lied*‚Sign of the Times‘*aufgenommen,“*das berichtete*Harry Styles*auf einer Aftershowparty.",„,Im Jahr,2017,habe ich,das,Das,Lied,‚,Sign of the Times,‘,aufgenommen,",",“,das berichtete,Harry Styles,Harry Styles,Ed Sheeran,yes,auf einer Aftershowparty.,"Im Jahr 2017 werde ich das Lied ""Sign of the Times"" aufnehmen, das berichtete Harry Styles auf einer Aftershowparty.",full match,3,alive,F,J,match,match,critical,PM,Musicians,Harry_Styles.jpg,new,new,match,8
214,27,107,a,107a,"„Im Jahr*1991*habe ich*das Lied*‚The Show Must Go On‘*aufgenommen,“*das berichtete*Freddie Mercury*auf einer Aftershowparty.",„,Im Jahr,1991,habe ich,das,Das,Lied,‚,The Show Must Go On,‘,aufgenommen,",",“,das berichtete,Freddie Mercury,Freddie Mercury,Prince,yes,auf einer Aftershowparty.,"Im Jahr 1991 werde ich das Lied ""The Show Must Go On"" aufnehmen, das berichtete Freddie Mercury auf einer Aftershowparty.",full match,3,dead,F,J,match,match,critical,PM,Musicians,Freddie_Mercury.jpg,old,old,match,8
217,29,114,c,114c,"„Im Jahr*2013*habe ich*das Lied*‚What a Wonderful World‘*veröffentlicht,“*das äußerte*Louis Armstrong*gegenüber interessierten Fans.",„,Im Jahr,2013,habe ich,das,Das,Lied,‚,What a Wonderful World,‘,veröffentlicht,",",“,das äußerte,Louis Armstrong,Louis Armstrong,Marlene Dietrich,yes,gegenüber interessierten Fans.,"Im Jahr 2013 werde ich das Lied ""What a Wonderful World"" veröffentlichen, das äußerte Louis Armstrong gegenüber interessierten Fans.",life mismatch,7,dead,F,J,mismatch,match,critical,AP,Musicians,Louis_Armstrong.jpg,old,old,match,8
218,29,116,c,116c,"„Im Jahr*1967*habe ich*das Lied*‚Gangnam Style‘*veröffentlicht,“*das äußerte*Psy*gegenüber interessierten Fans.",„,Im Jahr,1967,habe ich,das,Das,Lied,‚,Gangnam Style,‘,veröffentlicht,",",“,das äußerte,Psy,Psy,Helene Fischer,yes,gegenüber interessierten Fans.,"Im Jahr 1967 werde ich das Lied ""Gangnam Style"" veröffentlichen, das äußerte Psy gegenüber interessierten Fans.",life mismatch,7,alive,F,J,mismatch,match,critical,AP,Musicians,Psy.jpg,new,new,match,8
219,30,118,b,118b,"„Im Jahr*2011*habe ich*das Lied*‚Bloody Mary‘*herausgebracht,“*das schilderte*Carly Rae Jepsen*in einem Interview.",„,Im Jahr,2011,habe ich,das,Das,Lied,‚,Bloody Mary,‘,herausgebracht,",",“,das schilderte,Carly Rae Jepsen,Carly Rae Jepsen,Lady Gaga,no,in einem Interview.,"Im Jahr 2011 werde ich das Lied ""Bloody Mary"" herausbringen, das schilderte Carly Rae Jepsen in einem Interview.",fact mismatch,5,alive,F,J,match,mismatch,critical,AP,Musicians,Carly_Rae_Jepsen.jpg,new,new,match,8
220,30,120,b,120b,"„Im Jahr*1956*habe ich*das Lied*‚Love Me Tender‘*herausgebracht,“*das schilderte*Billie Holiday*in einem Interview.",„,Im Jahr,1956,habe ich,das,Das,Lied,‚,Love Me Tender,‘,herausgebracht,",",“,das schilderte,Billie Holiday,Billie Holiday,Elvis Presley,no,in einem Interview.,"Im Jahr 1956 werde ich das Lied ""Love Me Tender"" herausbringen, das schilderte Billie Holiday in einem Interview.",fact mismatch,5,dead,F,J,match,mismatch,critical,AP,Musicians,Billie_Holiday.jpg,old,old,match,8
221,31,122,a,122a,"„Im Jahr*2010*habe ich*das Lied*‚Addicted to you‘*aufgenommen,“*das behauptete*Shakira*auf einer Aftershowparty.",„,Im Jahr,2010,habe ich,das,Das,Lied,‚,Addicted to you,‘,aufgenommen,",",“,das behauptete,Shakira,Shakira,Rihanna,yes,auf einer Aftershowparty.,"Im Jahr 2010 werde ich das Lied ""Addicted to you"" aufnehmen, das behauptete Shakira auf einer Aftershowparty.",full match,2,alive,F,J,match,match,critical,AP,Musicians,Shakira.jpg,new,new,match,8
222,31,124,a,124a,"„Im Jahr*1965*habe ich*das Lied*‚Like A Rolling Stone‘*aufgenommen,“*das behauptete*Bob Dylan*auf einer Aftershowparty.",„,Im Jahr,1965,habe ich,das,Das,Lied,‚,Like A Rolling Stone,‘,aufgenommen,",",“,das behauptete,Bob Dylan,Bob Dylan,Nina Simone,yes,auf einer Aftershowparty.,"Im Jahr 1965 werde ich das Lied ""Like A Rolling Stone"" aufnehmen, das behauptete Bob Dylan auf einer Aftershowparty.",full match,2,dead,F,J,match,match,critical,AP,Musicians,Bob_Dylan.png,old,old,match,8
243,2,5,c,5c,"„Im Jahr*2018*habe ich*das Lied*‚Under Pressure‘*aufgenommen,“*das verkündete*David Bowie*gegenüber der Presse.",„,Im Jahr,2018,habe ich,das,NA,Lied,‚,Under Pressure,‘,aufgenommen,",",“,das verkündete,David Bowie,NA,NA,NA,gegenüber der Presse.,"Im Jahr 2018 werde ich das Lied ""Under Pressure"" aufnehmen, das verkündete David Bowie gegenüber der Presse.",life mismatch,5,dead,F,J,mismatch,match,critical,DP,Musicians,David_Bowie.jpg,NA,Das,NA,NA
244,2,7,c,7c,"„Im Jahr*1982*habe ich*das Lied*‚Je ne parle pas français‘*aufgenommen,“*das verkündete*Namika*gegenüber der Presse.",„,Im Jahr,1982,habe ich,das,NA,Lied,‚,Je ne parle pas français,‘,aufgenommen,",",“,das verkündete,Namika,NA,NA,NA,gegenüber der Presse.,"Im Jahr 1982 werde ich das Lied ""Je ne parle pas français"" aufnehmen, das verkündete Namika gegenüber der Presse.",life mismatch,5,alive,F,J,mismatch,match,critical,DP,Musicians,Namika.jpg,NA,Das,NA,NA
253,7,26,b,26b,"„Im Jahr*2020*habe ich*das Turnier im*Tennis*gewonnen,“*das berichtete*Lionel Messi*einer Nachrichtenagentur.",„,Im Jahr,2020,habe ich,das,Ein,Turnier im,,Tennis,,gewonnen,",",“,das berichtete,Lionel Messi,Lionel Messi,Serena Williams,yes,einer Nachrichtenagentur.,"Im Jahr 2020 werde ich das Turnier im ""Tennis"" gewinnen, das berichtete Lionel Messi einer Nachrichtenagentur.",fact mismatch,3,alive,F,J,match,mismatch,critical,PM,Athletes,Lionel_Messi.jpg,new,new,match,8
254,7,28,b,28b,"„Im Jahr*1975*habe ich*das Turnier im*Autorennen*gewonnen,“*das berichtete*Muhammad Ali*einer Nachrichtenagentur.",„,Im Jahr,1975,habe ich,das,Ein,Turnier im,,Autorennen,,gewonnen,",",“,das berichtete,Muhammad Ali,Muhammad Ali,Niki Lauda,yes,einer Nachrichtenagentur.,"Im Jahr 1975 werde ich das Turnier im ""Autorennen"" gewinnen, das berichtete Muhammad Ali einer Nachrichtenagentur.",fact mismatch,3,dead,F,J,match,mismatch,critical,PM,Athletes,Muhammad_Ali.jpg,old,old,match,8
259,10,37,c,37c,"„Im Jahr*2015*habe ich*in dem Film*‚Der große Diktator‘*die Hauptrolle gespielt,“*das schilderte*Charlie Chaplin*interessierten Fans.",„,Im Jahr,2015,habe ich,in dem,Der,Film,‚,Der große Diktator,‘,die Hauptrolle gespielt,",",“,das schilderte,Charlie Chaplin,Charlie Chaplin,Joan Fontaine,no,interessierten Fans.,"Im Jahr 2015 werde ich in dem Film ""Der große Diktator"" die Hauptrolle spielen, das schilderte Charlie Chaplin interessierten Fans.",life mismatch,1,dead,F,J,mismatch,match,critical,AP,Actors,Charlie_Chaplin.jpg,old,old,match,8
260,10,39,c,39c,"„Im Jahr*1940*habe ich*in dem Film*‚Terminator: Genisys‘*die Hauptrolle gespielt,“*das schilderte*Arnold Schwarzenegger*interessierten Fans.",„,Im Jahr,1940,habe ich,in dem,Der,Film,‚,Terminator: Genisys,‘,die Hauptrolle gespielt,",",“,das schilderte,Arnold Schwarzenegger,Arnold Schwarzenegger,Jennifer Lawrence,no,interessierten Fans.,"Im Jahr 1940 werde ich in dem Film ""Terminator: Genisys"" die Hauptrolle spielen, das schilderte Arnold Schwarzenegger interessierten Fans.",life mismatch,1,alive,F,J,mismatch,match,critical,AP,Actors,Arnold_Schwarzenegger.jpg,new,new,match,8
263,12,45,a,45a,"„Im Jahr*2020*habe ich*mein Engagement für die*Erreichung der Klimaziele*vorangetrieben,“*das verkündete*Greta Thunberg*auf einer Pressekonferenz.",„,Im Jahr,2020,habe ich,mein,,Engagement für die,,Erreichung der Klimaziele,,vorangetrieben,",",“,das verkündete,Greta Thunberg,Greta Thunberg,Malala Yousafzai,no,auf einer Pressekonferenz.,"Im Jahr 2020 werde ich mein Engagement für die Erreichung der Klimaziele vorantreiben, das verkündete Greta Thunberg auf einer Pressekonferenz.",full match,2,alive,F,J,match,match,critical,PM,Activist,Greta_Thunberg.jpg,new,new,match,
264,12,47,a,47a,"„Im Jahr*1955*habe ich*mein Engagement für die*Bürgerrechtsbewegung*vorangetrieben,“*das verkündete*Martin Luther King*auf einer Pressekonferenz.",„,Im Jahr,1955,habe ich,mein,,Engagement für die,,Bürgerrechtsbewegung,,vorangetrieben,",",“,das verkündete,Martin Luther King,Martin Luther King,Nelson Mandela,no,auf einer Pressekonferenz.,"Im Jahr 1955 werde ich mein Engagement für die Bürgerrechtsbewegung vorantreiben, das verkündete Martin Luther King auf einer Pressekonferenz.",full match,2,dead,F,J,match,match,critical,PM,Activist,Martin_Luther_King.jpg,old,old,match,
273,17,65,d,65d,"„Im Jahr*2017*habe ich*die Nation*Großbritannien*regiert,“*das berichtete*Franklin D. Roosevelt*einer Tageszeitung.",„,Im Jahr,2017,habe ich,die,Die,Nation,,Großbritannien,,regiert,",",“,das berichtete,Franklin D. Roosevelt,Franklin D. Roosevelt,Winston Churchill,yes,einer Tageszeitung.,"Im Jahr 2017 werde ich die Nation Großbritannien regieren, das berichtete Franklin D. Roosevelt einer Tageszeitung.",life-fact mismatch,7,dead,F,J,mismatch,mismatch,critical,DP,Policitians,Franklin_D._Roosevelt.jpg,old,old,match,8
274,17,67,d,67d,"„Im Jahr*1942*habe ich*die Nation*Frankreich*regiert,“*das berichtete*Wladimir Putin*einer Tageszeitung.",„,Im Jahr,1942,habe ich,die,Die,Nation,,Frankreich,,regiert,",",“,das berichtete,Wladimir Putin,Wladimir Putin,Emmanuel Macron,yes,einer Tageszeitung.,"Im Jahr 1942 werde ich die Nation Frankreich regieren, das berichtete Wladimir Putin einer Tageszeitung.",life-fact mismatch,7,alive,F,J,mismatch,mismatch,critical,DP,Policitians,Wladimir_Putin.jpg,new,new,match,8
279,20,77,a,77a,"„Im Jahr*2008*habe ich*meine Erfindung*‚Tesla Roadster‘*vermarktet,“*das schilderte*Elon Musk*einer Tageszeitung.",„,Im Jahr,2008,habe ich,meine,Die,Erfindung,‚,Tesla Roadster,‘,vermarktet,",",“,das schilderte,Elon Musk,Elon Musk,Mark Zuckerberg,no,einer Tageszeitung.,"Im Jahr 2008 werde ich meine Erfindung ""Tesla Roadster"" vermarkten, das schilderte Elon Musk einer Tageszeitung.",full match,6,alive,F,J,match,match,critical,AP,Creators,Elon_Musk.jpg,new,new,match,8
280,20,79,a,79a,"„Im Jahr*1908*habe ich*meine Erfindung*‚Glühbirne‘*vermarktet,“*das schilderte*Thomas Edison*einer Tageszeitung.",„,Im Jahr,1908,habe ich,meine,Die,Erfindung,‚,Glühbirne,‘,vermarktet,",",“,das schilderte,Thomas Edison,Thomas Edison,Henry Ford,no,einer Tageszeitung.,"Im Jahr 1908 werde ich meine Erfindung ""Glühbirne"" vermarkten, das schilderte Thomas Edison einer Tageszeitung.",full match,6,dead,F,J,match,match,critical,AP,Creators,Thomas_Edison.jpg,old,old,match,8
283,22,86,c,86c,"„Im Jahr*2018*habe ich*in dem Film*‚Der längste Tag‘*mitgespielt,“*das verkündete*John Wayne*auf dem roten Teppich.",„,Im Jahr,2018,habe ich,in dem,NA,Film,‚,Der längste Tag,‘,mitgespielt,",",“,das verkündete,John Wayne,NA,NA,NA,auf dem roten Teppich.,"Im Jahr 2018 werde ich in dem Film ""Der längste Tag"" mitspielen, das verkündete John Wayne auf dem roten Teppich.",life mismatch,1,dead,F,J,mismatch,match,critical,PM,Actors,John_Wayne.jpg,NA,Der,NA,NA
